字段1,字段2,字段3
"603429,603429,603429",,"集友股份,集友股份,集友股份"
000403,血液制品 ;生物医药 ;摘帽 ;年报预增,振兴生化
"000403,000403,000403,000403,000403,000403,000403,000403,000403,000403,000403",,"振兴生化,振兴生化,振兴生化,振兴生化,振兴生化,振兴生化,振兴生化,振兴生化,振兴生化,振兴生化,振兴生化"
600615,北京环球影城,丰华股份
"600615,600615,600615",,"丰华股份,丰华股份,丰华股份"
300658,二胎概念 ;人民币贬值受益,延江股份
300658,,延江股份
603388,美丽中国 ;PPP概念 ;园林开发,元成股份
"603388,603388,603388,603388,603388,603388,603388",,"元成股份,元成股份,元成股份,元成股份,元成股份,元成股份,元成股份"
603825,文化传媒 ;广告营销,华扬联众
"603825,603825,603825,603825,603825,603825,603825",,"华扬联众,华扬联众,华扬联众,华扬联众,华扬联众,华扬联众,华扬联众"
600285,更多医疗改革 ;中医药 ;独家医药品种 ;融资融券 ;沪股通 ;转融券标的 ;芬太尼,羚锐制药
"600285,600285,600285",,"羚锐制药,羚锐制药,羚锐制药"
002697,更多移动购物 ;共享单车 ;腾讯概念 ;跨境电商 ;参股民营银行 ;无人零售 ;股权转让 ;深股通 ;新零售 ;电子商务 ;年报预增,红旗连锁
"002697,002697,002697,002697,002697,002697",,"红旗连锁,红旗连锁,红旗连锁,红旗连锁,红旗连锁,红旗连锁"
600853,更多海绵城市 ;振兴东北 ;特色小镇 ;国改双百行动 ;地方国资改革 ;PPP概念,龙建股份
"600853,600853,600853,600853,600853,600853,600853,600853,600853",,"龙建股份,龙建股份,龙建股份,龙建股份,龙建股份,龙建股份,龙建股份,龙建股份,龙建股份"
600272,更多B转H ;老字号 ;生物医药 ;地方国资改革 ;上海国资改革,开开实业
600272,,开开实业
000705,更多老字号 ;医保目录 ;京东概念 ;地方国资改革 ;浙江国资改革,浙江震元
000705,,浙江震元
002602,更多中概股回归 ;深股通 ;MSCI概念 ;网络游戏 ;手机游戏 ;送转填权,世纪华通
"002602,002602,002602,002602,002602,002602,002602,002602,002602",,"世纪华通,世纪华通,世纪华通,世纪华通,世纪华通,世纪华通,世纪华通,世纪华通,世纪华通"
000513,更多横琴新区 ;生物医药 ;B转H ;参股新三板 ;融资融券 ;深股通 ;转融券标的 ;哮喘 ;单抗 ;中医药 ;医保目录 ;基因测序 ;创新药 ;流感 ;MSCI预期,丽珠集团
000513,,丽珠集团
300448,更多智能医疗 ;智能交通 ;安防 ;物联网 ;边缘计算 ;国产软件 ;高送转,浩云科技
"300448,300448,300448,300448,300448,300448,300448,300448,300448,300448",,"浩云科技,浩云科技,浩云科技,浩云科技,浩云科技,浩云科技,浩云科技,浩云科技,浩云科技,浩云科技"
601919,更多中字头股票 ;滨海新区 ;环渤海 ;航运系 ;融资融券 ;沪股通 ;转融券标的 ;航运港口 ;MSCI概念 ;进口博览会 ;航运概念 ;一带一路 ;中远系 ;央企国资改革 ;机构重仓,中远海控
"601919,601919,601919",,"中远海控,中远海控,中远海控"
002611,更多军民融合 ;军工 ;机器人概念 ;深股通 ;锂电制造 ;工业机器人 ;贸易战影响股 ;北汽新能源 ;新能源汽车 ;宁德时代概念 ;动力电池回收 ;锂电池,东方精工
"002611,002611,002611,002611,002611,002611,002611,002611,002611,002611,002611,002611,002611,002611,002611",,"东方精工,东方精工,东方精工,东方精工,东方精工,东方精工,东方精工,东方精工,东方精工,东方精工,东方精工,东方精工,东方精工,东方精工,东方精工"
000737,更多新材料概念 ;碳纳米管 ;钠离子电池 ;稀有金属 ;纳米 ;除雪概念 ;ST板块 ;山西国资改革 ;地方国资改革 ;小金属概念,ST南风
"000737,000737,000737,000737,000737,000737,000737",,"ST南风,ST南风,ST南风,ST南风,ST南风,ST南风,ST南风"
600834,更多公共交通 ;迪士尼 ;蚂蚁金服概念 ;轨道交通 ;地方国资改革 ;上海国资改革,申通地铁
600834,,申通地铁
002759,家用电器 ;电解液 ;锂电池 ;年报预增,天际股份
"002759,002759",,"天际股份,天际股份"
601231,更多沪台通 ;固态硬盘 ;智能终端 ;增强现实 ;WIN升级 ;融资融券 ;汽车电子 ;沪股通 ;转融券标的 ;智能穿戴 ;智能眼镜 ;苹果概念 ;消费电子 ;证金持股 ;养老金持股 ;机构重仓,环旭电子
"601231,601231,601231",,"环旭电子,环旭电子,环旭电子"
300176,更多供应链金融 ;小额贷款 ;贸易战影响股 ;特斯拉 ;宁德时代概念 ;互联网金融 ;白马股,派生科技
"300176,300176,300176,300176,300176,300176,300176,300176,300176,300176,300176,300176,300176,300176,300176,300176,300176,300176,300176,300176,300176,300176",,"派生科技,派生科技,派生科技,派生科技,派生科技,派生科技,派生科技,派生科技,派生科技,派生科技,派生科技,派生科技,派生科技,派生科技,派生科技,派生科技,派生科技,派生科技,派生科技,派生科技,派生科技,派生科技"
600153,更多参股360 ;外贸 ;海峡西岸 ;融资融券 ;沪股通 ;转融券标的 ;MSCI概念 ;地方国资改革 ;福建自贸区 ;证金持股,建发股份
600153,,建发股份
603199,电子商务 ;在线旅游 ;地方国资改革 ;安徽国资改革,九华旅游
300613,更多AI芯片 ;芯片设计 ;人工智能 ;安防 ;芯片概念 ;集成电路概念 ;超清视频,富瀚微
"300613,300613",,"富瀚微,富瀚微"
603855,光伏概念 ;太阳能,华荣股份
"603855,603855",,"华荣股份,华荣股份"
600361,新零售 ;商超百货 ;赛马概念,华联综超
"600361,600361,600361,600361",,"华联综超,华联综超,华联综超,华联综超"
000812,更多聚乳酸 ;人民币升值 ;国际板 ;融资融券 ;职业教育 ;转融券标的 ;参股券商 ;信托概念 ;创投,陕西金叶
"000812,000812,000812,000812",,"陕西金叶,陕西金叶,陕西金叶,陕西金叶"
000972,更多ST板块 ;新疆建设兵团 ;新疆振兴 ;棉花种植 ;番茄酱 ;地方国资改革 ;股权转让,ST中基
"000972,000972,000972,000972",,"ST中基,ST中基,ST中基,ST中基"
600305,更多老字号 ;超级品牌 ;沪股通 ;地方国资改革 ;大消费 ;调味品,恒顺醋业
600305,,恒顺醋业
000698,更多振兴东北 ;线型 ;盐酸 ;国改双百行动 ;丙烯酸,沈阳化工
"000698,000698",,"沈阳化工,沈阳化工"
600382,更多三旧改造 ;涉矿 ;外贸 ;融资融券 ;转融券标的 ;PPP概念 ;铁矿石,广东明珠
"600382,600382,600382",,"广东明珠,广东明珠,广东明珠"
002654,更多参股新三板 ;文化传媒 ;数字营销 ;广告营销 ;节能照明 ;今日头条概念 ;短视频 ;互联网+ ;国资驰援 ;股权转让 ;独角兽概念 ;柔性屏,万润科技
"002654,002654,002654,002654,002654,002654,002654",,"万润科技,万润科技,万润科技,万润科技,万润科技,万润科技,万润科技"
600933,汽车制造概念 ;工业4.0 ;沪股通,爱柯迪
"600933,600933",,"爱柯迪,爱柯迪"
600167,更多参股保险 ;振兴东北 ;节能环保 ;国际板 ;沪股通 ;人脸识别 ;安防 ;生物质能 ;白马股 ;MSCI预期,联美控股
"600167,600167,600167,600167",,"联美控股,联美控股,联美控股,联美控股"
002515,更多收入改革 ;微信概念 ;蚂蚁金服概念 ;涉矿 ;创投 ;参股民营银行,金字火腿
"002515,002515,002515,002515,002515,002515,002515,002515,002515,002515,002515,002515,002515,002515,002515",,"金字火腿,金字火腿,金字火腿,金字火腿,金字火腿,金字火腿,金字火腿,金字火腿,金字火腿,金字火腿,金字火腿,金字火腿,金字火腿,金字火腿,金字火腿"
300417,节能环保 ;尾气治理,南华仪器
"300417,300417",,"南华仪器,南华仪器"
300018,更多东湖高新园区 ;健康中国 ;恒大概念 ;中部崛起 ;卫星导航 ;参股新三板 ;仪电仪表 ;特高压 ;区块链应用 ;医疗机器人 ;智能电网 ;区块链 ;机器人概念 ;医疗器械概念 ;股权转让 ;互联网医疗 ;军工 ;创投 ;养老概念 ;证金持股,中元股份
"300018,300018,300018,300018,300018,300018,300018,300018,300018,300018,300018,300018,300018,300018,300018,300018,300018,300018,300018,300018,300018,300018,300018,300018,300018,300018",,"中元股份,中元股份,中元股份,中元股份,中元股份,中元股份,中元股份,中元股份,中元股份,中元股份,中元股份,中元股份,中元股份,中元股份,中元股份,中元股份,中元股份,中元股份,中元股份,中元股份,中元股份,中元股份,中元股份,中元股份,中元股份,中元股份"
002291,更多文化传媒 ;虚拟现实 ;电子商务 ;网络直播 ;广告营销 ;壳资源,星期六
"002291,002291,002291,002291",,"星期六,星期六,星期六,星期六"
603959,更多橡胶 ;沪股通 ;锂电设备 ;锂电池 ;宁德时代概念 ;新能源汽车 ;煤化工,百利科技
"603959,603959,603959,603959,603959,603959,603959",,"百利科技,百利科技,百利科技,百利科技,百利科技,百利科技,百利科技"
002810,高送转,山东赫达
002810,,山东赫达
600416,更多仪电仪表 ;低碳 ;海上风电 ;节水灌溉 ;新能源 ;融资融券 ;沪股通 ;转融券标的 ;军民融合 ;节能电机 ;军工 ;风电,湘电股份
"600416,600416,600416",,"湘电股份,湘电股份,湘电股份"
300318,更多病毒检测芯片 ;不孕不育 ;分子诊断 ;血液制品 ;二胎概念 ;医药安全 ;医疗器械概念 ;年报预增,博晖创新
"300318,300318,300318,300318",,"博晖创新,博晖创新,博晖创新,博晖创新"
600616,更多老字号 ;融资融券 ;转融券标的 ;地方国资改革 ;上海国资改革,金枫酒业
600616,,金枫酒业
603058,--,永吉股份
603058,,永吉股份
300475,家用电器 ;机器人概念 ;工业机器人,聚隆科技
"300475,300475,300475",,"聚隆科技,聚隆科技,聚隆科技"
600723,更多移动购物 ;移动互联网 ;新零售 ;老字号 ;商超百货 ;北京国资改革 ;地方国资改革 ;养老金持股,首商股份
600127,更多早籼稻 ;循环经济 ;粳稻 ;基因测序 ;地沟油概念 ;油菜籽 ;食用油 ;外贸 ;晚籼稻 ;埃博拉概念 ;农业种植 ;面粉 ;地方国资改革 ;乡村振兴 ;乳业 ;湖南国资改革,金健米业
"600127,600127,600127",,"金健米业,金健米业,金健米业"
002507,更多超级品牌 ;深股通 ;重庆国资改革 ;地方国资改革 ;大消费 ;调味品 ;机构重仓,涪陵榨菜
"002507,002507",,"涪陵榨菜,涪陵榨菜"
002263,更多食品包装 ;小额贷款 ;塑料钞票 ;可降解塑料 ;锂矿 ;新能源汽车 ;网络游戏 ;膜材料 ;锂电池 ;锂电隔膜 ;ST板块 ;储能 ;新材料概念 ;手机游戏 ;煤化工,*ST东南
"002263,002263,002263,002263,002263,002263,002263",,"*ST东南,*ST东南,*ST东南,*ST东南,*ST东南,*ST东南,*ST东南"
000598,更多成渝特区 ;国开行 ;垃圾发电 ;水价改革 ;美丽中国 ;污水处理 ;海水淡化 ;再生水 ;节能环保 ;固废处理 ;融资融券 ;深股通 ;转融券标的 ;地方国资改革 ;PPP概念 ;MSCI预期 ;四川国资改革,兴蓉环境
"000598,000598,000598,000598",,"兴蓉环境,兴蓉环境,兴蓉环境,兴蓉环境"
600882,蜱虫 ;股权转让 ;乳业,妙可蓝多
"600882,600882",,"妙可蓝多,妙可蓝多"
603331,,百达精工
600647,数字电视 ;债转股 ;央企国资改革,同达创业
600647,,同达创业
002301,更多文具 ;深股通 ;SAAS ;智慧党建 ;京东概念 ;云计算 ;国资驰援 ;腾讯概念,齐心集团
"002301,002301,002301,002301,002301,002301,002301,002301,002301,002301,002301,002301,002301,002301,002301,002301,002301,002301,002301,002301,002301,002301,002301,002301",,"齐心集团,齐心集团,齐心集团,齐心集团,齐心集团,齐心集团,齐心集团,齐心集团,齐心集团,齐心集团,齐心集团,齐心集团,齐心集团,齐心集团,齐心集团,齐心集团,齐心集团,齐心集团,齐心集团,齐心集团,齐心集团,齐心集团,齐心集团,齐心集团"
000564,更多陕西自贸区 ;农村电商 ;西咸新区 ;西安自贸区 ;一带一路 ;电子商务 ;深股通 ;商超百货 ;乡村振兴 ;新零售 ;智能物流 ;京东概念 ;无人零售 ;海航系,供销大集
"000564,000564,000564,000564,000564,000564,000564",,"供销大集,供销大集,供销大集,供销大集,供销大集,供销大集,供销大集"
603063,光伏概念 ;风电,禾望电气
"603063,603063,603063",,"禾望电气,禾望电气,禾望电气"
601985,更多MSCI概念 ;融资融券 ;沪股通 ;转融券标的 ;核电 ;证金持股 ;中字头股票 ;一带一路,中国核电
"601985,601985,601985",,"中国核电,中国核电,中国核电"
002737,更多儿童医药医疗 ;深股通 ;医保目录 ;维生素 ;中医药 ;保健品 ;流感,葵花药业
"002737,002737,002737,002737,002737,002737,002737,002737,002737,002737",,"葵花药业,葵花药业,葵花药业,葵花药业,葵花药业,葵花药业,葵花药业,葵花药业,葵花药业,葵花药业"
600180,更多互联网平台 ;物流电商平台 ;干细胞 ;沪股通 ;供应链金融 ;电子商务 ;互联网+ ;互联网金融,瑞茂通
"600180,600180,600180,600180,600180,600180,600180,600180,600180,600180",,"瑞茂通,瑞茂通,瑞茂通,瑞茂通,瑞茂通,瑞茂通,瑞茂通,瑞茂通,瑞茂通,瑞茂通"
603776,更多智能交通 ;共享汽车 ;共享经济 ;沪股通 ;白马股 ;共享单车 ;新能源整车 ;新能源汽车 ;物联网 ;蚂蚁金服概念,永安行
"603776,603776,603776,603776,603776",,"永安行,永安行,永安行,永安行,永安行"
600901,更多融资融券 ;转融券标的 ;融资租赁 ;江苏国资改革 ;地方国资改革 ;沪股通,江苏租赁
600901,,江苏租赁
002752,深股通,昇兴股份
002314,地震 ;深股通 ;国产航母 ;粤港澳大湾区,南山控股
"002314,002314,002314,002314",,"南山控股,南山控股,南山控股,南山控股"
002268,更多大数据 ;云服务 ;维稳 ;透明计算 ;云计算 ;融资融券 ;深股通 ;区块链储备 ;5G ;转融券标的 ;电子政务 ;芯片概念 ;国产软件 ;核高基 ;贸易战影响股 ;区块链 ;中国电科系 ;移动支付 ;网络安全 ;央企国资改革 ;MSCI预期 ;数字中国,卫士通
"002268,002268,002268,002268,002268,002268,002268,002268,002268,002268,002268,002268,002268,002268,002268,002268,002268,002268",,"卫士通,卫士通,卫士通,卫士通,卫士通,卫士通,卫士通,卫士通,卫士通,卫士通,卫士通,卫士通,卫士通,卫士通,卫士通,卫士通,卫士通,卫士通"
600388,更多循环经济 ;PM2.5 ;碳税 ;两会 ;危废处理 ;福建污染减排 ;海峡西岸 ;废气处理 ;股权转让 ;新材料概念 ;低碳 ;仪电仪表 ;融资融券 ;沪股通 ;转融券标的 ;脱硫脱硝 ;美丽中国 ;节能环保,龙净环保
"600388,600388",,"龙净环保,龙净环保"
603090,--,宏盛股份
300539,--,横河模具
"300539,300539",,"横河模具,横河模具"
603214,二胎概念,爱婴室
"603214,603214",,"爱婴室,爱婴室"
000404,更多节能环保 ;地热能 ;融资融券 ;镍氢电池 ;智能家居 ;服务机器人 ;转融券标的 ;机器人概念 ;贸易战影响股 ;工业4.0 ;地方国资改革,长虹华意
"000404,000404",,"长虹华意,长虹华意"
002107,更多板蓝根 ;医疗改革 ;独家医药品种 ;禽流感 ;生物医药 ;医保目录 ;中医药,沃华医药
600726,分布式发电 ;重金属治理 ;央企控股 ;央企国资改革,华电能源
"600726,600726",,"华电能源,华电能源"
002164,风电 ;供应链金融,宁波东力
"002164,002164,002164,002164",,"宁波东力,宁波东力,宁波东力,宁波东力"
002590,更多航天军工 ;共享汽车 ;共享经济 ;车联网 ;汽车电子 ;无人驾驶 ;新能源汽车 ;无线充电 ;独角兽概念,万安科技
"002590,002590",,"万安科技,万安科技"
002910,生态农业 ;深股通 ;贸易战受益股 ;乳业,庄园牧场
600573,更多厄尔尼诺概念 ;春节概念 ;高温概念 ;世界杯 ;啤酒概念,惠泉啤酒
"600573,600573,600573",,"惠泉啤酒,惠泉啤酒,惠泉啤酒"
002719,新疆振兴 ;二胎概念 ;月饼 ;乳业,麦趣尔
"002719,002719,002719,002719,002719,002719",,"麦趣尔,麦趣尔,麦趣尔,麦趣尔,麦趣尔,麦趣尔"
000701,更多电子商务 ;TMT ;电子信息 ;平潭免税区 ;节能照明 ;网络游戏 ;移动支付 ;票交所 ;福建物联网 ;物联网感知层 ;汽车关税下调 ;电子车牌 ;电子标签 ;地方国资改革 ;物联网 ;无人零售 ;石墨烯 ;科创板预期,厦门信达
"000701,000701",,"厦门信达,厦门信达"
002859,更多元器件 ;电阻 ;深股通 ;集成电路概念 ;白马股 ;消费电子,洁美科技
002859,,洁美科技
601952,更多玉米种业 ;粳稻 ;生物育种 ;玉米 ;农业供给侧改革 ;乡村振兴 ;江苏国资改革 ;地方国资改革 ;土地流转 ;农垦改革 ;农业种植 ;养老金持股,苏垦农发
000893,更多食用油 ;汽车制造概念 ;棕榈油 ;新能源汽车 ;三旧改造 ;转基因 ;厄尔尼诺概念 ;南沙新区 ;豆粕 ;豆油 ;地沟油概念 ;贸易战受益股 ;ST板块 ;供销社,*ST东凌
"000893,000893,000893,000893,000893,000893,000893,000893,000893,000893,000893,000893,000893,000893,000893,000893",,"*ST东凌,*ST东凌,*ST东凌,*ST东凌,*ST东凌,*ST东凌,*ST东凌,*ST东凌,*ST东凌,*ST东凌,*ST东凌,*ST东凌,*ST东凌,*ST东凌,*ST东凌,*ST东凌"
000918,更多新型城镇化 ;金改 ;土地增值 ;深股通 ;文化传媒 ;恒大概念 ;影视娱乐 ;机构重仓,嘉凯城
"000918,000918,000918,000918,000918,000918,000918",,"嘉凯城,嘉凯城,嘉凯城,嘉凯城,嘉凯城,嘉凯城,嘉凯城"
600979,更多供气 ;成渝特区 ;储能 ;充电桩 ;新能源汽车 ;污水处理 ;地方国资改革 ;天然气,广安爱众
"600979,600979,600979",,"广安爱众,广安爱众,广安爱众"
600088,更多数字电视 ;网络视频 ;网络电视 ;TMT ;动漫 ;新媒体 ;三网融合 ;融资融券 ;转融券标的 ;文化传媒 ;广播电视 ;证金持股 ;央企国资改革 ;影视娱乐 ;超清视频,中视传媒
"600088,600088",,"中视传媒,中视传媒"
600717,更多一带一路 ;央视财经50 ;滨海新区 ;京津冀一体化 ;环渤海 ;雄安新区 ;融资融券 ;沪股通 ;转融券标的 ;天津自贸区 ;天津国资改革 ;地方国资改革 ;MSCI预期 ;证金持股 ;外汇局持股,天津港
"600717,600717,600717",,"天津港,天津港,天津港"
002003,军工 ;卫星导航 ;深股通 ;养老金持股,伟星股份
"002003,002003,002003",,"伟星股份,伟星股份,伟星股份"
600208,更多MSCI概念 ;保障房 ;参股券商 ;嘉兴土改 ;工业用地 ;涉矿 ;参股外资金融 ;融资融券 ;沪股通 ;转融券标的 ;互联网金融 ;区块链应用 ;大数据 ;独角兽概念 ;金融科技 ;期货概念 ;科创板IPO ;区块链 ;长三角一体化,新湖中宝
"600208,600208,600208,600208,600208,600208,600208,600208,600208,600208,600208,600208,600208,600208,600208,600208",,"新湖中宝,新湖中宝,新湖中宝,新湖中宝,新湖中宝,新湖中宝,新湖中宝,新湖中宝,新湖中宝,新湖中宝,新湖中宝,新湖中宝,新湖中宝,新湖中宝,新湖中宝,新湖中宝"
300382,机器人概念 ;工业机器人 ;新能源汽车,斯莱克
"300382,300382",,"斯莱克,斯莱克"
603303,节能照明,得邦照明
"603303,603303",,"得邦照明,得邦照明"
600011,更多低碳 ;新能源 ;分布式发电 ;MSCI概念 ;煤价下跌受益 ;融资融券 ;沪股通 ;转融券标的 ;电力改革 ;光伏概念 ;风电 ;央企国资改革 ;机构重仓,华能国际
"600011,600011",,"华能国际,华能国际"
600715,更多网络游戏 ;范冰冰概念股 ;文化传媒 ;地方国资改革 ;手机游戏 ;影视娱乐 ;北京国资改革,文投控股
"600715,600715,600715,600715",,"文投控股,文投控股,文投控股,文投控股"
600628,更多新零售 ;老字号 ;迪士尼 ;收入改革 ;地方国资改革 ;上海国资改革 ;证金持股,新世界
600628,,新世界
600567,更多垃圾发电 ;造纸转暖 ;金改 ;循环经济 ;水利 ;污水处理 ;环保包装 ;沪股通 ;箱板纸 ;人民币升值 ;纸浆 ;年报预增 ;MSCI预期,山鹰纸业
"600567,600567,600567,600567,600567,600567,600567,600567,600567,600567,600567",,"山鹰纸业,山鹰纸业,山鹰纸业,山鹰纸业,山鹰纸业,山鹰纸业,山鹰纸业,山鹰纸业,山鹰纸业,山鹰纸业,山鹰纸业"
002290,互联网金融 ;文化传媒 ;家用电器 ;年报预增,中科新材
"002290,002290,002290",,"中科新材,中科新材,中科新材"
000606,更多股权转让 ;SAAS ;大数据 ;胶原蛋白 ;互联网+ ;创投 ;区块链,顺利办
"000606,000606,000606,000606,000606,000606,000606,000606",,"顺利办,顺利办,顺利办,顺利办,顺利办,顺利办,顺利办,顺利办"
600538,蜱虫 ;生物农药 ;东盟北部湾 ;医疗器械概念,国发股份
"600538,600538,600538,600538,600538",,"国发股份,国发股份,国发股份,国发股份,国发股份"
002749,生物农药,国光股份
"002749,002749,002749,002749,002749",,"国光股份,国光股份,国光股份,国光股份,国光股份"
601069,更多沪股通 ;人民币贬值受益 ;国改双百行动 ;地方国资改革 ;小金属概念 ;黄金概念 ;机构重仓,西部黄金
"601069,601069,601069",,"西部黄金,西部黄金,西部黄金"
002445,更多大数据 ;中概股回归 ;参股360 ;音乐产业 ;高端装备 ;VR影视 ;虚拟现实 ;文化传媒 ;今日头条概念 ;明星参股概念 ;网络游戏 ;ST板块 ;股权转让 ;网络直播 ;影视娱乐 ;独角兽概念,ST中南
"002445,002445,002445,002445,002445,002445,002445,002445,002445,002445,002445",,"ST中南,ST中南,ST中南,ST中南,ST中南,ST中南,ST中南,ST中南,ST中南,ST中南,ST中南"
300401,白马股 ;兜底增持 ;维生素 ;年报预增,花园生物
"300401,300401,300401,300401,300401,300401,300401,300401,300401",,"花园生物,花园生物,花园生物,花园生物,花园生物,花园生物,花园生物,花园生物,花园生物"
600838,更多新零售 ;融资融券 ;商超百货 ;转融券标的 ;地方国资改革 ;上海国资改革,上海九百
"600838,600838",,"上海九百,上海九百"
000525,更多吡啶 ;农村电商 ;融资融券 ;深股通 ;转融券标的 ;乡村振兴 ;百草枯 ;草甘膦,红太阳
"000525,000525",,"红太阳,红太阳"
002595,特斯拉 ;融资融券 ;深股通 ;转融券标的,豪迈科技
"002595,002595",,"豪迈科技,豪迈科技"
002581,更多中概股回归 ;生物医药 ;新型杀菌剂 ;深股通 ;高校 ;生物疫苗 ;超级真菌,未名医药
"002581,002581,002581,002581,002581,002581",,"未名医药,未名医药,未名医药,未名医药,未名医药,未名医药"
002127,更多丝绸 ;深股通 ;广告营销 ;文化传媒 ;商品新零售 ;新零售 ;移动互联网 ;电子商务 ;网络直播 ;年报预增 ;MSCI预期 ;长三角一体化,南极电商
"002127,002127,002127,002127,002127,002127,002127,002127,002127,002127,002127,002127,002127",,"南极电商,南极电商,南极电商,南极电商,南极电商,南极电商,南极电商,南极电商,南极电商,南极电商,南极电商,南极电商,南极电商"
002144,更多超声治疗 ;互联网+ ;互联网金融 ;医疗器械概念 ;长三角一体化,宏达高科
300746,新股与次新股 ;天然气,汉嘉设计
"300746,300746,300746,300746,300746,300746,300746,300746,300746",,"汉嘉设计,汉嘉设计,汉嘉设计,汉嘉设计,汉嘉设计,汉嘉设计,汉嘉设计,汉嘉设计,汉嘉设计"
000892,文化传媒 ;影视娱乐,欢瑞世纪
000892,,欢瑞世纪
002044,深股通 ;健康中国 ;基因测序 ;MSCI概念,美年健康
"002044,002044,002044,002044,002044,002044,002044",,"美年健康,美年健康,美年健康,美年健康,美年健康,美年健康,美年健康"
300121,更多丁二烯 ;APEC会议 ;新材料概念 ;橡胶 ;年报预增,阳谷华泰
"300121,300121,300121,300121,300121,300121,300121,300121,300121,300121,300121,300121,300121,300121,300121,300121,300121,300121,300121,300121,300121",,"阳谷华泰,阳谷华泰,阳谷华泰,阳谷华泰,阳谷华泰,阳谷华泰,阳谷华泰,阳谷华泰,阳谷华泰,阳谷华泰,阳谷华泰,阳谷华泰,阳谷华泰,阳谷华泰,阳谷华泰,阳谷华泰,阳谷华泰,阳谷华泰,阳谷华泰,阳谷华泰,阳谷华泰"
002297,更多4D打印 ;高校 ;新材料概念 ;碳纤维 ;贸易战受益股 ;大飞机 ;军工 ;股权转让 ;证金持股,博云新材
"002297,002297,002297",,"博云新材,博云新材,博云新材"
600190,更多中韩自贸区 ;一带一路 ;参股券商 ;油气运输仓储 ;年报预增 ;机构重仓,锦州港
"600190,600190,600190,600190,600190,600190,600190,600190,600190,600190",,"锦州港,锦州港,锦州港,锦州港,锦州港,锦州港,锦州港,锦州港,锦州港,锦州港"
300087,更多棉 ;早籼稻 ;普麦 ;生物育种 ;玉米种业 ;强麦 ;粳稻 ;晚籼稻 ;三农 ;超级稻 ;农业供给侧改革 ;乡村振兴 ;农业种植 ;股权转让 ;玉米,荃银高科
"300087,300087,300087,300087,300087",,"荃银高科,荃银高科,荃银高科,荃银高科,荃银高科"
000421,更多充电桩 ;南京国资改革 ;江苏国资改革 ;地方国资改革 ;天然气,南京公用
"000421,000421",,"南京公用,南京公用"
601700,更多智能电网 ;特高压 ;村镇银行 ;债转股 ;新基建 ;科创板预期,风范股份
"601700,601700,601700,601700,601700,601700",,"风范股份,风范股份,风范股份,风范股份,风范股份,风范股份"
600766,更多涉矿 ;股权转让 ;小金属概念 ;黄金概念 ;壳资源,园城黄金
600766,,园城黄金
300709,智能穿戴 ;特斯拉 ;谷歌概念 ;消费电子,精研科技
"300709,300709,300709,300709,300709,300709,300709,300709,300709,300709,300709,300709,300709",,"精研科技,精研科技,精研科技,精研科技,精研科技,精研科技,精研科技,精研科技,精研科技,精研科技,精研科技,精研科技,精研科技"
601002,更多高端装备 ;铁路基建 ;融资融券 ;沪股通 ;转融券标的 ;高铁 ;轨道交通 ;证金持股 ;新基建 ;长三角一体化 ;台湾概念股,晋亿实业
"601002,601002,601002",,"晋亿实业,晋亿实业,晋亿实业"
600340,更多京津冀一体化 ;智慧城市 ;工业用地 ;通用航空 ;棚户区改造 ;互联网金融 ;MSCI概念 ;北京环球影城 ;融资融券 ;沪股通 ;转融券标的 ;白马股 ;股权转让 ;PPP概念 ;互联网+ ;特色小镇 ;雄安地产 ;雄安新区 ;机构重仓,华夏幸福
"600340,600340,600340,600340,600340,600340,600340,600340,600340,600340,600340,600340,600340,600340,600340,600340,600340,600340,600340,600340,600340,600340,600340",,"华夏幸福,华夏幸福,华夏幸福,华夏幸福,华夏幸福,华夏幸福,华夏幸福,华夏幸福,华夏幸福,华夏幸福,华夏幸福,华夏幸福,华夏幸福,华夏幸福,华夏幸福,华夏幸福,华夏幸福,华夏幸福,华夏幸福,华夏幸福,华夏幸福,华夏幸福,华夏幸福"
000913,更多智能穿戴 ;创投 ;IGBT ;锂电池 ;新能源汽车,钱江摩托
601968,食品包装 ;参股万达商业 ;央企国资改革 ;年报预增,宝钢包装
300200,轨道交通 ;高铁 ;年报预增,高盟新材
"300200,300200,300200",,"高盟新材,高盟新材,高盟新材"
300625,节能照明 ;跨境电商 ;电子商务,三雄极光
"300625,300625",,"三雄极光,三雄极光"
600793,更多人民币升值 ;股权转让 ;造纸转暖 ;地方国资改革 ;纸浆 ;年报预增,宜宾纸业
"600793,600793,600793,600793",,"宜宾纸业,宜宾纸业,宜宾纸业,宜宾纸业"
603161,--,科华控股
600086,更多黄金租赁 ;奢侈品 ;小额贷款 ;P2P概念 ;涉矿 ;融资融券 ;转融券标的 ;翡翠 ;互联网+ ;小金属概念 ;黄金概念 ;股权转让,东方金钰
"600086,600086,600086,600086,600086,600086,600086,600086",,"东方金钰,东方金钰,东方金钰,东方金钰,东方金钰,东方金钰,东方金钰,东方金钰"
300092,海水淡化 ;核电,科新机电
"300092,300092",,"科新机电,科新机电"
300617,智能电网 ;特高压 ;大国重器标的,安靠智电
"300617,300617",,"安靠智电,安靠智电"
002636,电子信息 ;元器件 ;深股通 ;覆铜板,金安国纪
"002636,002636,002636,002636",,"金安国纪,金安国纪,金安国纪,金安国纪"
